"corpus_version","generated_at","license","methodology_url","id","slug","name","entityType","summary","dateDisplay","regions","styles","roles","instruments","sourceIds","featuredVideo","reviewStatus","lastReviewed"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:mance-lipscomb","mance-lipscomb","Mance Lipscomb","artist","Mance Lipscomb was a blues musician and singer.","1895 – 1976","United States","Blues","Musician; Singer","Guitar; Voice","source:encyclopedia-mance-lipscomb; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""lxl2ErZ38pQ"",""title"":""Whiskey Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=lxl2ErZ38pQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:mary-johnson","mary-johnson","Mary Johnson","artist","Mary Johnson was a blues singer, musician and songwriter.","1900 – 1970","United States","Blues","Singer; Musician; Songwriter","Accordion; Voice","source:encyclopedia-mary-johnson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""3LaQJmujIYo"",""title"":""Mary Johnson, Dawn of day blues"",""sourceUrl"":""https://www.youtube.com/watch?v=3LaQJmujIYo"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:matt-murphy","matt-murphy","Matt Murphy","artist","Matt Murphy was a blues musician, guitarist and musician.","1929 – 2018","United States","Blues","Blues Musician; Guitarist; Musician","Guitar","source:encyclopedia-matt-murphy; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""dgFd9oN4FQk"",""title"":""Matt  Murphy - The blues don't bother me (1996)"",""sourceUrl"":""https://www.youtube.com/watch?v=dgFd9oN4FQk"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:melvin-taylor","melvin-taylor","Melvin Taylor","artist","Melvin Taylor is a blues musician and jazz guitarist.","1959 –","United States","Blues; Electric Blues","Musician; Jazz Guitarist","Guitar","source:encyclopedia-melvin-taylor; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""FAG5-MIaDnw"",""title"":""Sweet Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=FAG5-MIaDnw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:memphis-minnie","memphis-minnie","Memphis Minnie","artist","A rare female guitarist-bandleader of her era, her sharp electric guitar work anticipated the Chicago sound and influenced Muddy Waters directly.","1897 – 1973","Louisiana / Memphis","","","","","{""platform"":""youtube"",""videoId"":""C2vZiPwaeQI"",""title"":""Good Girl Blues (with Kansas Joe)"",""sourceUrl"":""https://www.youtube.com/watch?v=C2vZiPwaeQI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:michael-erlewine","michael-erlewine","Michael Erlewine","artist","Michael Erlewine is a blues musician.","1941 –","United States","Blues","Musician","","source:encyclopedia-michael-erlewine; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""ZhxTX7qZUAY"",""title"":""Prime Movers Blues Band \""Two Trains Running\"" w/ Iggy Pop"",""sourceUrl"":""https://www.youtube.com/watch?v=ZhxTX7qZUAY"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:mighty-mo-rodgers","mighty-mo-rodgers","Mighty Mo Rodgers","artist","Mighty Mo Rodgers is a blues singer, pianist and songwriter.","1942 –","United States","Blues","Singer; Pianist; Songwriter; Musician","Piano; Voice","source:encyclopedia-mighty-mo-rodgers; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""NaXAyIwg5PE"",""title"":""Mighty Mo Rodgers | Picasso Blue"",""sourceUrl"":""https://www.youtube.com/watch?v=NaXAyIwg5PE"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:mike-wheeler","mike-wheeler","Mike Wheeler","artist","Mike Wheeler is a blues guitarist and songwriter.","1961 –","United States","Blues; Chicago Blues","Guitarist; Songwriter","Guitar","source:encyclopedia-mike-wheeler; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""LFKpBmyffpg"",""title"":""Mike Wheeler     ~    ''You're  Doing Wrong'' & ''Chicago Blues'' 2012"",""sourceUrl"":""https://www.youtube.com/watch?v=LFKpBmyffpg"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:mississippi-fred-mcdowell","mississippi-fred-mcdowell","Mississippi Fred McDowell","artist","North Mississippi singer-guitarist whose hypnotic rhythms and bottleneck slide playing carried Hill Country blues from local settings to international audiences.","1904 – 1972","North Mississippi; Mississippi Hill Country","Hill Country blues; Country blues","Singer; Guitarist","Slide guitar","source:fred-mcdowell-ms-blues-trail","{""platform"":""youtube"",""videoId"":""V26E46uj8a4"",""title"":""Baby Please Don’t Go"",""sourceUrl"":""https://www.youtube.com/watch?v=V26E46uj8a4"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:moody-jones","moody-jones","Moody Jones","artist","Moody Jones was a blues singer.","1908 – 1988","United States","Blues; Chicago Blues","Singer","Guitar; Voice","source:encyclopedia-moody-jones; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""PfeoY7utMKM"",""title"":""Moody Jones - Rough Treatment"",""sourceUrl"":""https://www.youtube.com/watch?v=PfeoY7utMKM"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:mose-vinson","mose-vinson","Mose Vinson","artist","Mose Vinson was a blues singer, jazz musician and pianist.","1917 – 2002","United States","Blues","Singer; Jazz Musician; Pianist; Composer","Piano; Voice","source:encyclopedia-mose-vinson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""QvodEveZdGU"",""title"":""My Father Was a Gambler… Gambler Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=QvodEveZdGU"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:muddy-waters","muddy-waters","Muddy Waters","artist","Electrified the Delta style after moving north, becoming the central architect of Chicago blues and, by his own account and the Rolling Stones' naming, the direct root of the British blues boom.","1913 – 1983","Mississippi → Chicago","","","","","{""platform"":""youtube"",""videoId"":""bSfqNEvykv0"",""title"":""Mannish Boy (Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=bSfqNEvykv0"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:odessa-harris","odessa-harris","Odessa Harris","artist","Odessa Harris was a blues singer.","1936 – 2007","","Blues","Singer","Voice","source:encyclopedia-odessa-harris; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""d8Jcb3JsyZo"",""title"":""ODESSA HARRIS - You're What I Need - UPTOWN"",""sourceUrl"":""https://www.youtube.com/watch?v=d8Jcb3JsyZo"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:ora-alexander","ora-alexander","Ora Alexander","artist","Ora Alexander is a blues singer.","1896 –","United States","Blues","Singer","Voice","source:encyclopedia-ora-alexander; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""sCEFHWukT8A"",""title"":""You've Got To Save That Thing"",""sourceUrl"":""https://www.youtube.com/watch?v=sCEFHWukT8A"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:otis-big-smokey-smothers","otis-big-smokey-smothers","Otis ""Big Smokey"" Smothers","artist","Otis ""Big Smokey"" Smothers was a blues musician, singer and guitarist.","1929 – 1993","United States","Blues; Chicago Blues","Musician; Singer; Guitarist; Songwriter","Guitar; Voice","source:encyclopedia-otis-big-smokey-smothers; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""O4LrouNUed0"",""title"":""10. Otis \""Big Smokey\"" Smothers - \""Blind And Dumb Man Blues\"" (Official Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=O4LrouNUed0"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:otis-grand","otis-grand","Otis Grand","artist","Otis Grand was a blues songwriter.","1950 – 2023","United States","Blues","Songwriter","Guitar; Voice","source:encyclopedia-otis-grand; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""yzOkB_-tB20"",""title"":""Otis Grand & The Dancekings - Fix Our Love - 1989 Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=yzOkB_-tB20"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:otis-spann","otis-spann","Otis Spann","artist","Otis Spann was a blues musician and pianist.","1930 – 1970","United States","Blues","Musician; Pianist","Piano","source:encyclopedia-otis-spann; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""5bXn88MxFvg"",""title"":""Otis Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=5bXn88MxFvg"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:papa-charlie-mccoy","papa-charlie-mccoy","Papa Charlie McCoy","artist","Papa Charlie McCoy was a blues musician and guitarist.","1909 – 1950","United States","Blues","Musician; Guitarist","Guitar; Mandolin","source:encyclopedia-papa-charlie-mccoy; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""lR44WrOHUeY"",""title"":""Papa Charlie McCoy- I've Been Blue Ever Since You Went Away"",""sourceUrl"":""https://www.youtube.com/watch?v=lR44WrOHUeY"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:paul-butterfield","paul-butterfield","Paul Butterfield","artist","Paul Butterfield was a blues singer, songwriter and musician.","1942 – 1987","United States","Blues","Singer; Songwriter; Musician","Harmonica; Voice","source:encyclopedia-paul-butterfield; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""SV-aqZXlhDI"",""title"":""New Walkin' Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=SV-aqZXlhDI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:pee-wee-crayton","pee-wee-crayton","Pee Wee Crayton","artist","Pee Wee Crayton was a blues singer, guitarist and composer.","1914 – 1985","United States","Blues","Singer; Guitarist; Composer; Blues Musician","Guitar; Voice","source:encyclopedia-pee-wee-crayton; source:wikipedia-list-blues-musicians-discovery; source:blues-foundation-hall-of-fame","{""platform"":""youtube"",""videoId"":""h9rbwWLn4Qk"",""title"":""Blues After Hours (Remastered)"",""sourceUrl"":""https://www.youtube.com/watch?v=h9rbwWLn4Qk"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:peetie-wheatstraw","peetie-wheatstraw","Peetie Wheatstraw","artist","Peetie Wheatstraw was a blues musician, singer and pianist.","1902 – 1941","United States","Blues","Musician; Singer; Pianist; Composer","Piano; Guitar; Voice","source:encyclopedia-peetie-wheatstraw; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""jE4ps_d8K4Q"",""title"":""More Good Whiskey Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=jE4ps_d8K4Q"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:peg-leg-howell","peg-leg-howell","Peg Leg Howell","artist","Peg Leg Howell was a blues musician, songwriter and guitarist.","1888 – 1966","United States","Blues","Musician; Songwriter; Guitarist","Guitar","source:encyclopedia-peg-leg-howell; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""XNim0t3b-E8"",""title"":""Peg Leg Howell - Tishamingo Blues -- Original 78 rpm record"",""sourceUrl"":""https://www.youtube.com/watch?v=XNim0t3b-E8"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:percy-mayfield","percy-mayfield","Percy Mayfield","artist","Percy Mayfield was a blues songwriter, singer and composer.","1920 – 1984","United States","Blues; Rhythm And Blues","Songwriter; Singer; Composer; Musician","","source:encyclopedia-percy-mayfield; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""UJ-iDrkWIYU"",""title"":""P.M. Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=UJ-iDrkWIYU"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:pete-mayes","pete-mayes","Pete Mayes","artist","Pete Mayes was a blues singer and songwriter.","1938 – 2008","United States","Blues; Texas Blues","Singer; Songwriter","Guitar; Voice","source:encyclopedia-pete-mayes; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""QZ-4NblfO-s"",""title"":""Mother-In-Law Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=QZ-4NblfO-s"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:peter-green","peter-green","Peter Green","artist","Peter Green was a blues guitarist, songwriter and singer.","1946 – 2020","United Kingdom","Blues; Blues Rock","Guitarist; Songwriter; Singer; Singer-Songwriter","Guitar; Harmonica; Voice","source:encyclopedia-peter-green; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""QcqYSLTSAcE"",""title"":""Apostle"",""sourceUrl"":""https://www.youtube.com/watch?v=QcqYSLTSAcE"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:phil-guy","phil-guy","Phil Guy","artist","Phil Guy was a blues musician.","1940 – 2008","United States","Blues","Musician","Guitar; Voice","source:encyclopedia-phil-guy; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""EHEdBFFWyEQ"",""title"":""Phil Guy - Fixin' To Die"",""sourceUrl"":""https://www.youtube.com/watch?v=EHEdBFFWyEQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
